,,,,,,,
,,Libro Mis problemas favoritos 4.1,12/10/2019,Amazon,Recibido,"7,03 €",
,,GlobaLink Espejo Antivaho,18/10/2019,amazon,Recibido,"8,24 €","16,49 €"
,,"3x Lámpara de Luna, AGM 16 Colores LED Luz Luna, 15cm",03/11/2019,amazon,Recibido,"32,98 €","65,97 €"
,,"ANSIO Cortinas de Ducha, para baño, bañera, Impermeable, Resistente al Moho,",13/10/2019,amazon,Recibido,"10,98 €",
,,"Enchufe Múltiple Inteligente, Maxcio Regleta",17/11/2019,amazon,Recibido,"24,95 €",
,,Lilideni Lámpara de Hadas USB 50LEDs,18/11/2019,amazon,No llegó,"4,00 €","9,99 €"
,,"FM London HIPSTER, 12 Calzoncillos para Hombre,",19/11/2019,amazon,Recibido,"29,99 €",
,,Router Xiaomi Mi Router 4A Versión Gigabit 100M ,26/11/2019,aliexpress,Recibido,"30,99 €",
,,3 Soportes de cepillo de dientes de plástico,26/11/2019,aliexpress,Recibido,"4,06",
,,2/3/5 KG potentes ganchos de ventosa,26/11/2019,aliexpress,No llegó,"1,93",
,,JPZYLFKZL paraguas plegable automático de diez huesos p,26/11/2019,aliexpress,Recibido,"11,71",
,,"Scottex Megarollo Papel Higiénico, 48 Megarollos (equivale a 96 rollos estánda",30/11/2019,amazon,Recibido,"15,99 €","26,79 €"
,,Pedido perro,04/12/2019,zooplus,Recibido,"50,34 €",
,,"Xiaomi tv 55""",05/12/2019,PC componentes,Recibido,"457,45 €",
,,ESP32 ESP32S ESP-32S ESP-32 CP2102 inalámbrico WiFi Bluetooth,07/12/2019,aliexpress,Recibido,"4,94 €",
,,Xiaomi Yeelight YLYD11YL Light,10/12/2019,geekbuying,Recibido,"6,32 €",
,,Leweiko Succionador de Clítoris,28/12/2019,amazon,Recibido,"20,99 €","29,99 €"
,,Saisiyiky Reloj de pulsera Correa de metalica de acero inoxidable Compatible con Amazfit Bip,29/12/2019,amazon,Recibido,"10,99 €",
,,Filtro de acero inoxidable para fregadero,30/12/2019,amazon,Recibido,"0,79 €",
,,TOTAL,,,,"828,22€",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,," 
",,,,,
