,,,,,,,
,,Pedido zooplus,26/06/2022,zooplus,Recibido,"53,19 €",
,,"Libro Prohibido casar, papa!: 88 (Árbore)",29/06/2022,amazon,Recibido,"12,82 €",
,,"Libro Cuadernos de Teoría, Grado Elemental Volumen 2 (RM Teoria de la musica)",30/06/2022,amazon,Recibido,"17,53 €",
,,Libro El lenguaje de la música 2,01/07/2022,amazon,Recibido,"23,50 €",
,,Libro READY FOR TRINITY 5 6 LEVEL WITH AUDIO CD: Book + CD Grades 5-6,02/07/2022,amazon,Recibido,"23,61 €",
,,"Fairy Ultra Lavavajillas Líquido a Mano con LiftAction, 4 L (10 x 400 ml), Máximo Poder Antigrasa, Mega Pack",01/10/2022,amazon,Recibido,"10,29 €",
,,"Russell Hobbs Good To Go Multi Cooker - Capacidad 6,5L, 8 Funciones, Tecnología para Cocinar, Servir y Limpiar, Programación Digital, Temporizador",10/10/2022,amazon,Recibido,"56,99 €","79,99 €"
,,Cerveza 1906 Reserva Especial - Paquete de 24 latas de 330 ml ,26/10/2022,amazon,Recibido,"15,30 €","20,40 €"
,,Scottex Original Papel Higiénico - 96 Rollos,17/08/2022,amazon,Recibido,"26,98 €","31,74 €"
,,"Jack & Jones NOS Jjiliam Jjoriginal Agi 002 Noos, Vaqueros skinny Hombre, Azul (Blau ), W32/L32 (Talla del fabricante: 32)",12/11/2022,amazon,Recibido,"15,99 €","28,00 €"
,,"3 Gel de Baño Black, 650 Mililitros",25/11/2022,amazon,Recibido,"4,62 €",
,,"EGV Compatibile con Xiaomi Poco X3 Pro/Xiaomi Poco X3 NFC Protector de Pantalla,2 Pack Cristal Templado e 2 Pack Protector de Lente de Cámara",16/11/2022,amazon,Recibido,"11,99 €",
,,"QiaoFei Letras de neón, letreros de neón, decoración de pared rosa/decoración de mesa para el hogar, bar, Navidad, fiesta de cumpleaños, palabras del día de San Valentín, letras rosas (V)",23/12/2022,amazon,Recibido,"8,99 €",
,,"Ebook Escarlatina, a cociñeira defunta (INFANTIL E XUVENIL - MERLÍN E-book) (Galician Edition)",23/12/2022,amazon,Recibido,"5,69 €",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,TOTAL,,,,"832,98€",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,," 
",,,,,
